Tabelle: 12411-09i
Bevölkerungsstand nach Altersjahren (90);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
- Gemeinden - Stichtag;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fortschreibung des Bevölkerungsstandes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher);Bevölkerungsstand (Basis Zensus 2022 und früher)
31.12.2024;05117;    Mülheim an der Ruhr, krfr. Stadt;173050;1357;1447;1597;1641;1663;1690;1765;1754;1807;1674;1625;1647;1657;1635;1568;1647;1662;1532;1525;1515;1615;1592;1567;1592;1798;1785;1945;2005;1982;2011;2011;2133;2277;2274;2381;2248;2374;2204;2190;2171;2100;2059;2122;2125;2193;2014;1937;1946;2016;1926;1903;1964;2107;2334;2539;2727;2801;2933;2942;2893;2843;2805;2745;2492;2573;2403;2237;2294;2119;2035;1933;1968;1898;1724;1731;1624;1577;1450;1314;1101;1399;1330;1240;1422;1424;1322;1100;1010;803;730;2260
31.12.2024;05119;    Oberhausen, krfr. Stadt;213646;1731;1775;1910;2029;2076;2113;2059;2193;2217;2156;2125;1997;1998;1999;2083;1898;1967;2074;2071;1985;1993;1951;1950;2090;2165;2324;2379;2516;2640;2517;2595;2740;2791;2956;2986;2831;3011;2982;2756;2778;2692;2659;2781;2688;2806;2674;2520;2618;2516;2382;2419;2464;2608;2866;2942;3257;3396;3341;3491;3376;3621;3425;3326;3342;3210;3122;2959;2897;2757;2625;2597;2371;2375;2160;2191;2162;1965;1636;1381;1127;1408;1278;1278;1439;1447;1387;1244;1069;915;792;2237
31.12.2024;05120;    Remscheid, krfr. Stadt;113828;941;932;1044;1072;1120;1076;1150;1039;1210;1081;1132;1113;1006;1025;1123;1071;1083;1141;1117;1134;1138;1120;1171;1208;1230;1225;1301;1319;1322;1274;1419;1363;1420;1525;1529;1511;1523;1512;1511;1406;1388;1417;1500;1484;1507;1444;1315;1347;1350;1254;1273;1306;1451;1601;1623;1781;1797;1877;1993;1982;1917;1942;1806;1701;1758;1575;1517;1476;1316;1228;1246;1036;1139;1054;1000;1041;1021;861;709;672;841;807;788;944;869;797;624;608;517;436;1255
31.12.2024;05122;    Solingen, krfr. Stadt;165626;1287;1370;1457;1623;1629;1641;1623;1610;1666;1639;1585;1494;1517;1488;1628;1551;1580;1658;1660;1682;1617;1549;1635;1660;1724;1806;1884;2006;1918;1908;1959;2039;2116;2121;2253;2168;2255;2271;2195;2073;2019;2032;2084;2122;2130;1962;1950;1973;1951;1860;1867;1862;2124;2274;2342;2605;2825;2843;2931;2906;2863;2788;2665;2630;2510;2426;2194;2087;1970;1856;1749;1598;1551;1419;1527;1448;1349;1200;1072;965;1281;1156;1099;1309;1202;1171;1061;889;728;649;2007
31.12.2024;05124;    Wuppertal, krfr. Stadt;358193;3080;3099;3346;3639;3408;3518;3568;3766;3626;3677;3559;3390;3490;3461;3453;3436;3645;3568;3718;3822;4119;3915;4129;4319;4555;4583;4676;4791;4759;4787;4739;4810;4941;4844;5067;4954;5103;4884;4728;4502;4427;4599;4664;4533;4614;4115;4059;4108;4007;3902;4026;3986;4301;4695;4810;5124;5442;5689;5740;5642;5688;5621;5196;5207;4923;4672;4393;4274;4007;3744;3538;3338;3267;3034;3257;3197;2887;2720;2336;1899;2467;2451;2220;2561;2605;2292;2073;1697;1531;1236;3905
31.12.2024;05154;    Kleve, Kreis;322018;2564;2737;2918;3088;3019;3112;3081;3074;3170;3003;2927;2974;3031;2883;2862;3030;3052;2994;3222;3157;3306;3170;3477;3468;3615;3738;3842;3766;3964;3837;4108;4195;4188;4268;4420;4416;4412;4322;4369;4179;4215;4101;4049;4035;3847;3714;3673;3676;3629;3498;3604;3678;4049;4597;4585;5071;5386;5552;5598;5607;5575;5289;5252;5070;4798;4540;4380;4235;4140;3831;3760;3557;3515;3306;3226;3088;2719;2448;2272;1638;2019;1957;1817;1992;2057;1997;1723;1433;1170;998;3094
31.12.2024;05158;    Mettmann, Kreis;490910;3766;3985;4320;4688;4552;4670;4735;4893;5119;4788;4822;4582;4673;4544;4567;4579;4856;4814;4660;4507;4403;4226;4372;4375;4525;4468;4694;4916;4937;4908;4940;5324;5513;5702;6104;6093;6397;6185;6112;6161;6230;6190;6301;6286;6420;5811;5756;5783;5778;5668;5687;5767;6223;6821;7035;7962;8305;8533;8673;8459;8584;8486;7811;7736;7570;6980;6640;6323;6139;5814;5571;5134;5219;5032;5032;4826;4505;4136;3699;3304;4321;4063;3860;4479;4350;4078;3518;2896;2580;2086;5975
31.12.2024;05162;    Rhein-Kreis Neuss;457077;3547;3708;4050;4489;4494;4454;4685;4781;4803;4689;4725;4391;4485;4404;4494;4346;4573;4437;4452;4324;4086;4076;4006;4114;4306;4337;4523;4654;4672;4603;4829;5095;5137;5330;5779;5764;5897;6054;6035;5840;5909;6064;6276;6139;6065;5963;5817;5884;5710;5423;5403;5461;5930;6523;6763;7438;7665;7866;7926;7901;7798;7538;7235;7016;6699;6469;6079;5978;5670;5378;5190;4856;4726;4623;4534;4429;4115;3717;3336;2702;3382;3267;2982;3409;3504;3194;2813;2360;1950;1752;4782
31.12.2024;05166;    Viersen, Kreis;297857;2201;2391;2524;2847;2712;2742;2889;2879;2889;2796;2799;2640;2684;2615;2699;2688;2825;2867;2760;2629;2581;2615;2706;2662;2856;2866;3065;3066;3210;3069;3268;3365;3631;3512;3859;3618;3831;3764;3779;3573;3627;3725;3809;3682;3641;3368;3356;3312;3432;3225;3381;3350;3726;4224;4491;5100;5336;5619;5714;5370;5713;5494;5113;5099;4853;4596;4289;4145;3880;3786;3603;3394;3315;3126;3214;3079;2640;2405;2183;1759;2240;2087;2004;2235;2278;2050;1718;1504;1300;1102;3193
31.12.2024;05170;    Wesel, Kreis;457918;3547;3836;3973;4299;4251;4391;4399;4480;4590;4245;4311;4162;4082;4077;4057;4100;4274;4228;4065;4067;4024;3868;3835;3981;4311;4127;4449;4481;4640;4630;4826;5118;5587;5630;6016;6005;6107;5992;5939;5642;5413;5472;5717;5657;5545;5338;5066;5194;4837;4983;5033;4956;5533;6475;6803;7404;7518;7919;8031;8288;8192;8334;7849;7711;7445;7320;6866;6596;6380;6281;6010;5573;5526;5277;5121;4853;4356;3842;3463;2774;3406;3287;3004;3500;3543;3280;2887;2372;2071;1750;5225
31.12.2024;053;  Köln, Regierungsbezirk;4486282;37285;38422;40387;42405;41666;42150;43314;42956;44038;42715;42357;40822;41231;40717;41816;40967;42846;42975;43246;45301;47280;48398;50057;52404;56110;57545;59256;61097;59802;58536;58763;60357;60709;61214;63044;61622;62490;61033;59394;57914;57395;57203;58545;58128;58379;54605;53813;53538;53243;51673;51891;51972;55654;60349;62892;68596;71494;72686;73743;72486;72634;70449;67219;65315;63155;60442;55938;54383;52221;49416;47680;44572;43406;41764;41658;40670;36261;32855;29125;24524;30404;29566;26967;30670;31439;28051;24420;21169;18060;14777;44146
31.12.2024;05313;    Aachen, krfr. Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;05314;    Bonn, krfr. Stadt;323336;2686;2731;2868;2874;2813;2856;2984;2844;3123;3004;3044;2969;2978;3080;3039;3039;3122;3254;3392;3829;4250;4354;4700;5071;5276;5277;5364;5464;5321;5003;4966;4924;4797;4637;4893;4694;4634;4475;4358;4230;4244;4320;4341;4244;4142;3984;3814;3791;3728;3762;3584;3695;3970;4122;4140;4442;4704;4619;4728;4558;4598;4396;4243;4012;4100;3846;3434;3463;3328;3097;3057;2799;2715;2619;2577;2600;2190;2061;1913;1641;2077;2012;1742;2073;1989;1824;1649;1435;1187;1044;3466
31.12.2024;05315;    Köln, krfr. Stadt;1024621;9146;9003;9124;9231;8635;8911;8915;9155;9439;9311;9243;8768;8994;8761;9042;8784;9247;9277;9205;9785;10650;11237;12100;13142;14789;15769;17116;17991;17785;17542;17441;17608;17327;17218;17223;16344;16073;15227;15088;14200;13885;13825;14127;14111;14411;13596;13150;13337;13336;12653;12797;12583;13073;13749;14358;15033;15465;15546;15455;14953;14803;13834;13182;12596;12068;11457;10585;10137;9803;9226;8875;8310;8081;7737;8033;7836;7292;6673;6067;5113;6154;5994;5526;6162;6355;5469;4645;4099;3541;2914;8765
31.12.2024;05316;    Leverkusen, krfr. Stadt;168581;1411;1468;1455;1620;1590;1633;1682;1621;1672;1698;1640;1695;1655;1576;1611;1618;1679;1723;1695;1567;1712;1760;1702;1800;1801;1969;1990;2210;2069;1959;2166;2124;2144;2310;2320;2308;2362;2211;2100;2149;2134;2225;2166;2204;2229;2040;2147;1972;2036;1974;1958;1988;2107;2385;2361;2611;2720;2824;2869;2787;2740;2738;2455;2512;2479;2143;2124;2049;1831;1758;1660;1620;1506;1499;1441;1463;1293;1216;1060;938;1179;1147;1142;1311;1337;1212;1103;968;849;707;1889
31.12.2024;05334;    Städteregion Aachen (einschl. Stadt Aachen);582410;4474;4651;4743;5211;5118;5241;5212;5204;5257;5058;5075;4866;5051;4910;4820;4894;5237;5222;5633;7002;7862;8504;9048;9406;10178;10028;10017;9875;9554;8830;8348;8368;8327;7921;7957;7678;7687;7571;7201;7096;6691;6712;6899;6966;6956;6257;6286;6298;6177;6052;6059;6185;6702;7207;7559;8420;8546;8963;8848;8808;8739;8676;8304;8085;7924;7631;7309;7028;6796;6412;6345;5878;5608;5495;5385;5290;4828;4361;3682;3171;3872;3731;3467;3879;3969;3491;3140;2814;2328;1941;5905
31.12.2024;05354;    Aachen, Kreis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;05358;    Düren, Kreis;279285;2385;2571;2699;2883;2896;2812;2837;2824;2861;2686;2613;2524;2528;2475;2658;2500;2660;2709;2663;2651;2674;2702;2757;2872;3030;3098;3188;3263;3286;3201;3309;3617;3627;3653;3812;3844;3946;3803;3513;3627;3439;3439;3528;3567;3454;3203;3230;3174;3180;2991;3164;3094;3459;3677;3971;4388;4543;4606;4671;4787;4735;4679;4414;4400;4190;4208;3791;3804;3689;3365;3280;3108;3134;2855;2900;2741;2391;2233;1836;1469;1813;1776;1585;1868;1928;1749;1528;1261;1176;933;2624
31.12.2024;05362;    Rhein-Erft-Kreis;477988;3950;4220;4516;4761;4782;4812;5086;4916;5047;4803;4883;4561;4590;4497;4681;4593;4746;4657;4543;4658;4540;4577;4602;4667;4996;5046;5120;5239;5140;5182;5201;5476;5777;5972;6205;6308;6551;6474;6539;6253;6346;6206;6527;6420;6557;5999;5883;5933;5775;5814;5828;5618;6007;6637;6944;7421;7857;8014;8268;7921;8033;7578;7332;7119;6896;6626;5975;5785;5645;5466;5279;4972;5020;4730;4738;4737;4149;3720;3241;2877;3470;3301;3054;3307;3448;3134;2694;2269;1966;1562;4723
31.12.2024;05366;    Euskirchen, Kreis;202609;1640;1684;1779;2029;1930;1984;2151;2045;1969;1941;1976;1847;1863;1867;1851;1883;1943;1990;1990;1917;1956;1906;1876;1983;2021;2071;2107;2224;2079;2095;2207;2334;2385;2445;2603;2577;2676;2682;2563;2556;2519;2441;2505;2526;2445;2442;2359;2375;2350;2181;2297;2249;2523;2795;2935;3177;3367;3555;3693;3543;3640;3601;3461;3480;3309;3208;2924;2886;2738;2591;2533;2364;2352;2218;2232;2072;1722;1554;1403;1115;1304;1332;1103;1395;1448;1320;1100;965;795;641;1901
31.12.2024;05370;    Heinsberg, Kreis;263681;2123;2259;2511;2546;2547;2609;2727;2617;2696;2543;2488;2431;2394;2426;2596;2450;2558;2561;2666;2544;2426;2415;2409;2480;2583;2655;2723;2902;2791;2832;2905;3156;3288;3456;3603;3452;3540;3554;3462;3347;3392;3408;3392;3272;3324;3144;3057;3039;3034;2928;2979;3043;3271;3731;3770;4132;4326;4455;4582;4595;4755;4675;4479;4274;4280;4037;3785;3631;3569;3276;3150;3040;2988;2760;2704;2560;2291;1973;1765;1399;1709;1638;1522;1731;1861;1682;1434;1263;1025;824;2456
31.12.2024;05374;    Oberbergischer Kreis;274057;2365;2442;2675;2805;2826;2866;2850;2887;2934;2815;2665;2634;2741;2634;2754;2618;2756;2774;2694;2656;2648;2654;2604;2687;2802;2818;2817;2993;2845;2960;3091;3191;3159;3315;3485;3446;3529;3678;3424;3402;3458;3391;3435;3364;3459;3176;3160;3167;3181;3038;3019;3129;3293;3592;3813;4406;4634;4557;4720;4868;4754;4797;4541;4400;4314;4235;3818;3825;3487;3499;3239;2880;2847;2845;2736;2620;2207;2010;1727;1402;1834;1750;1799;1869;2014;1835;1623;1366;1136;952;2897
31.12.2024;05378;    Rheinisch-Bergischer Kreis;284273;2282;2324;2500;2658;2704;2726;2726;2812;2799;2811;2739;2725;2656;2619;2726;2680;2751;2749;2721;2681;2563;2468;2517;2451;2547;2671;2671;2586;2671;2642;2763;2916;3026;3181;3451;3419;3627;3600;3530;3442;3601;3589;3599;3585;3561;3308;3364;3306;3338;3281;3330;3351;3663;4056;4309;4728;5124;5107;5309;5303;5228;5117;4901;4666;4424;4224;3966;3767;3629;3481;3282;2984;2853;2904;2940;2746;2578;2313;2121;1819;2381;2361;2121;2432;2410;2158;1917;1581;1441;1186;3399
31.12.2024;05382;    Rhein-Sieg-Kreis;605441;4823;5069;5517;5787;5825;5700;6144;6031;6241;6045;5991;5802;5781;5872;6038;5908;6147;6059;6044;6011;5999;5821;5742;5845;6087;6143;6143;6350;6261;6290;6366;6643;6852;7106;7492;7552;7865;7758;7616;7612;7686;7647;8026;7869;7841;7456;7363;7146;7108;6999;6876;7037;7586;8398;8732;9838;10208;10440;10600;10363;10609;10358;9907;9771;9171;8827;8227;8008;7706;7245;6980;6617;6302;6102;5972;6005;5320;4741;4310;3580;4611;4524;3906;4643;4680;4177;3587;3148;2616;2073;6121
31.12.2024;055;  Münster, Regierungsbezirk;2659034;23254;24123;25433;27126;26506;26629;27224;26843;27183;26323;25933;24853;25052;24612;25383;25184;26055;26249;26393;27241;29007;28879;29413;30139;31338;31807;32153;32596;32071;31180;31765;32727;33448;34156;35138;34463;35067;34500;34168;33204;32553;33016;32995;32569;32626;31079;30834;30209;30715;30024;30735;30347;33226;36444;37850;41649;43012;44345;44334;43901;44399;43224;41120;40557;39292;38308;35823;34594;33236;31440;30449;28709;27794;26158;25312;24736;21761;19369;17453;13375;16980;16491;15211;17498;17727;16812;14509;12423;10482;8735;27776
31.12.2024;05512;    Bottrop, krfr. Stadt;118535;1003;1023;1069;1152;1168;1135;1110;1145;1183;1109;1110;1035;1054;1057;1019;1054;1072;1086;991;1025;1097;1081;1085;1124;1185;1245;1213;1314;1299;1340;1288;1373;1434;1580;1585;1585;1629;1501;1595;1511;1424;1417;1502;1433;1495;1457;1374;1378;1367;1307;1370;1349;1448;1684;1669;1835;1903;1954;2000;2095;1971;1915;1919;1877;1888;1788;1795;1761;1643;1597;1474;1449;1385;1309;1290;1305;1065;969;829;658;847;799;746;788;881;750;716;619;487;475;1415
31.12.2024;05513;    Gelsenkirchen, krfr. Stadt;267930;2664;2776;2914;3004;3000;2993;3087;3004;2963;2899;2838;2677;2811;2660;2791;2830;2807;2826;2847;2947;2955;2836;2972;3089;3299;3271;3360;3398;3333;3314;3438;3466;3559;3599;3772;3748;3662;3639;3443;3212;3334;3287;3345;3295;3399;3201;3292;3164;3109;3130;3168;3187;3351;3579;3821;3911;4022;4050;3928;3903;3906;3941;3769;3699;3736;3460;3357;3287;3126;2977;2915;2626;2554;2467;2373;2298;2117;1837;1607;1387;1584;1594;1407;1598;1547;1489;1306;1084;964;842;2897
31.12.2024;05515;    Münster, krfr. Stadt;308258;2550;2406;2578;2597;2573;2615;2683;2653;2740;2729;2531;2552;2398;2505;2577;2472;2566;2555;2973;3958;5418;6047;6447;6349;6581;6485;6310;6051;5734;5258;5080;4953;4770;4337;4561;4285;4107;4026;3909;3902;3838;3788;3706;3605;3614;3368;3346;3258;3342;3258;3281;3065;3341;3546;3650;4089;4118;4339;4177;4208;4324;4139;3915;3875;3639;3607;3376;3225;3178;3045;2898;2736;2576;2433;2408;2306;2000;1793;1698;1337;1745;1816;1645;1946;1892;1735;1601;1322;1209;936;3145
31.12.2024;05554;    Borken, Kreis;380796;3450;3696;3857;4190;4080;4111;4081;4105;3971;3944;3862;3790;3730;3796;3876;3861;4010;4020;3854;3798;3965;3729;3816;3914;4044;4214;4317;4430;4496;4386;4721;4798;4912;5048;5144;4942;5124;4933;4911;4847;4564;4754;4755;4780;4673;4401;4403;4403;4333;4416;4452;4415;4915;5220;5424;6062;6496;6674;6765;6542;6752;6592;6113;5953;5705;5456;4967;4816;4533;4315;4198;3835;3807;3570;3396;3357;2902;2541;2487;1689;2195;2077;1920;2279;2406;2288;1917;1599;1455;1133;3323
31.12.2024;05558;    Coesfeld, Kreis;227859;1919;2050;2217;2376;2394;2271;2543;2238;2385;2319;2293;2110;2151;2024;2130;2073;2302;2264;2215;2163;2136;2059;2139;2206;2167;2182;2365;2329;2407;2367;2481;2531;2524;2772;2940;2727;3045;2857;2920;2891;2825;2833;2838;2823;2705;2727;2614;2540;2694;2451;2583;2605;2825;3046;3337;3634;3772;4081;4079;4145;4066;3998;3811;3757;3602;3548;3312;3227;3089;2889;2763;2626;2586;2448;2306;2323;2019;1728;1602;1171;1484;1414;1401;1580;1557;1593;1273;1113;892;709;2333
31.12.2024;05562;    Recklinghausen, Kreis;621305;5206;5459;5744;6012;5937;6025;6087;6163;6322;5961;5944;5715;5839;5563;5820;5772;5863;6052;5840;5781;5850;5636;5665;5880;6181;6393;6443;6804;6616;6575;6732;7184;7546;7852;7902;8039;8074;7980;7960;7492;7541;7643;7648;7606;7710;7297;7278;7192;7257;7147;7283;7144;7859;8936;8945;10068;10158;10443;10492;10309;10479;10444;9678;9864;9642;9578;9170;8689;8441;8016;7842;7686;7136;6728;6496;6389;5715;5121;4373;3577;4488;4283;3924;4373;4472;4159;3581;3135;2563;2277;7121
31.12.2024;05566;    Steinfurt, Kreis;451712;4056;4180;4418;4759;4527;4652;4749;4731;4708;4486;4486;4289;4359;4318;4435;4332;4600;4571;4741;4681;4667;4686;4531;4836;4933;5130;5121;5286;5167;5024;5038;5274;5527;5544;5756;5685;5816;5901;5813;5759;5607;5724;5715;5541;5527;5327;5169;4947;5191;5114;5251;5137;5898;6462;6790;7495;7784;7963;8001;7808;7960;7505;7392;7182;6756;6536;6019;5862;5502;5267;5067;4678;4696;4317;4214;4054;3497;3186;2959;2089;2819;2685;2430;2982;2985;2946;2486;2135;1745;1392;4346
31.12.2024;05570;    Warendorf, Kreis;282639;2406;2533;2636;3036;2827;2827;2884;2804;2911;2876;2869;2685;2710;2689;2735;2790;2835;2875;2932;2888;2919;2805;2758;2741;2948;2887;3024;2984;3019;2916;2987;3148;3176;3424;3478;3452;3610;3663;3617;3590;3420;3570;3486;3486;3503;3301;3358;3327;3422;3201;3347;3445;3589;3971;4214;4555;4759;4841;4892;4891;4941;4690;4523;4350;4324;4335;3827;3727;3724;3334;3292;3073;3054;2886;2829;2704;2446;2194;1898;1467;1818;1823;1738;1952;1987;1852;1629;1416;1167;971;3196
31.12.2024;057;  Detmold, Regierungsbezirk;2072861;17961;18306;19550;20752;20522;20567;20844;21066;21269;20681;20572;19871;19951;19945;20431;20278;21076;21579;21364;21813;22066;21995;22173;22894;24098;24416;24543;25209;24724;24469;24716;25377;25539;25871;27011;26597;27206;26905;26357;25834;25581;25395;26096;25283;25428;24275;23769;23741;24207;23514;23792;23966;25920;28575;29103;31414;32738;33511;34147;33495;33978;33308;32293;31696;30813;30025;27555;26733;25688;24441;22992;21847;20942;20186;19871;19049;16794;15021;13280;10106;13440;13333;12420;14669;15093;14292;12410;10645;8834;7453;23306
31.12.2024;05711;    Bielefeld, krfr. Stadt;331605;3029;2977;3124;3215;3236;3262;3314;3279;3223;3134;3156;3033;3149;3122;3091;3051;3326;3313;3385;3679;4019;4067;4396;4525;4909;4971;4999;5241;4908;4686;4598;4927;4586;4557;4716;4461;4578;4545;4298;4313;4240;4115;4439;4132;4112;3964;3878;3861;3947;3781;3828;3938;4086;4418;4462;4652;4724;4745;4958;4749;4877;4645;4562;4357;4293;4120;3800;3618;3618;3488;3345;3073;2963;2800;2826;2798;2381;2243;1901;1727;2090;2024;1901;2331;2299;2252;1898;1676;1392;1154;3726
31.12.2024;05754;    Gütersloh, Kreis;363982;3214;3378;3637;3779;3649;3690;3788;3751;3756;3660;3646;3520;3439;3587;3595;3553;3796;3776;3798;3829;3829;3704;3814;3796;3962;4038;4046;4143;4134;4181;4219;4247;4284;4479;4728;4738;4815;4740;4708;4552;4615;4667;4788;4562;4607;4363;4477;4265;4408;4429;4569;4407;4834;5146;5345;5820;6095;6128;6372;6183;6140;6041;5711;5572;5366;5183;4668;4548;4292;4095;3806;3657;3573;3336;3250;3120;2784;2552;2286;1701;2224;2229;2101;2492;2573;2375;2029;1739;1446;1220;3795
31.12.2024;05758;    Herford, Kreis;254404;2027;2044;2259;2492;2475;2509;2528;2492;2617;2554;2522;2418;2355;2427;2569;2494;2511;2710;2539;2632;2539;2455;2335;2497;2586;2667;2636;2745;2683;2662;2742;2859;2945;3053;3194;3176;3290;3235;3224;3193;3097;3136;3248;3154;3179;3025;2945;2994;3048;3014;3035;2897;3280;3590;3656;3953;4139;4370;4328;4248;4362;4378;4135;4060;3952;3872;3554;3323;3215;3138;2900;2789;2629;2510;2422;2407;2234;1974;1752;1314;1751;1754;1573;1864;1982;1862;1652;1367;1174;1043;3236
31.12.2024;05762;    Höxter, Kreis;139252;1137;1163;1202;1302;1341;1265;1281;1367;1334;1306;1273;1283;1255;1273;1307;1366;1371;1424;1372;1351;1335;1341;1344;1337;1336;1425;1464;1498;1449;1490;1585;1479;1552;1546;1655;1670;1720;1720;1627;1649;1584;1624;1668;1583;1645;1541;1469;1596;1604;1545;1513;1616;1640;1940;2064;2158;2330;2428;2449;2468;2485;2376;2348;2390;2357;2266;2043;2072;2030;1906;1808;1743;1632;1609;1586;1471;1233;1085;1048;680;949;979;902;978;1107;1040;915;789;625;537;1603
