Tabelle: 12521-03i
Ausländische Bevölkerung nach Geschlecht und;;;;;;;
Staatsangehörigkeiten (215);;;;;;;
- kreisfreie Städte und Kreise - Stichtag;;;;;;;
Ausländerstatistik (AZR);;;;;;;
;;;;;Ausländische Bevölkerung;Ausländische Bevölkerung;Ausländische Bevölkerung
;;;;;Insgesamt;männlich;weiblich
;;;;;Anzahl;Anzahl;Anzahl
31.12.2024;051;  Düsseldorf, Regierungsbezirk;255;  Niger;40;30;10
31.12.2024;051;  Düsseldorf, Regierungsbezirk;256;  Malawi;55;20;35
31.12.2024;051;  Düsseldorf, Regierungsbezirk;257;  Sambia;65;20;40
31.12.2024;051;  Düsseldorf, Regierungsbezirk;258;  Burkina Faso;80;40;40
31.12.2024;051;  Düsseldorf, Regierungsbezirk;259;  Guinea-Bissau;55;40;15
31.12.2024;051;  Düsseldorf, Regierungsbezirk;261;  Guinea;4070;2715;1355
31.12.2024;051;  Düsseldorf, Regierungsbezirk;262;  Kamerun;2620;1330;1290
31.12.2024;051;  Düsseldorf, Regierungsbezirk;263;  Südafrika;565;255;310
31.12.2024;051;  Düsseldorf, Regierungsbezirk;265;  Ruanda;90;45;40
31.12.2024;051;  Düsseldorf, Regierungsbezirk;267;  Namibia;100;20;85
31.12.2024;051;  Düsseldorf, Regierungsbezirk;268;  Sao Tome und Principe;-;-;-
31.12.2024;051;  Düsseldorf, Regierungsbezirk;269;  Senegal;335;180;150
31.12.2024;051;  Düsseldorf, Regierungsbezirk;271;  Seychellen;15;10;5
31.12.2024;051;  Düsseldorf, Regierungsbezirk;272;  Sierra Leone;385;260;125
31.12.2024;051;  Düsseldorf, Regierungsbezirk;273;  Somalia;3580;2005;1575
31.12.2024;051;  Düsseldorf, Regierungsbezirk;274;  Äquatorialguinea;5;-;-
31.12.2024;051;  Düsseldorf, Regierungsbezirk;276;  Sudan (einschließlich Südsudan);445;250;195
31.12.2024;051;  Düsseldorf, Regierungsbezirk;281;  Eswatini (ehemals Swasiland);5;-;-
31.12.2024;051;  Düsseldorf, Regierungsbezirk;282;  Tansania, Vereinigte Republik;190;85;105
31.12.2024;051;  Düsseldorf, Regierungsbezirk;283;  Togo;1195;575;620
31.12.2024;051;  Düsseldorf, Regierungsbezirk;284;  Tschad;20;5;10
31.12.2024;051;  Düsseldorf, Regierungsbezirk;285;  Tunesien;4870;2745;2125
31.12.2024;051;  Düsseldorf, Regierungsbezirk;286;  Uganda;285;120;165
31.12.2024;051;  Düsseldorf, Regierungsbezirk;287;  Ägypten;4035;2700;1335
31.12.2024;051;  Düsseldorf, Regierungsbezirk;289;  Zentralafrikanische Republik;5;5;5
31.12.2024;051;  Düsseldorf, Regierungsbezirk;291;  Burundi;155;100;55
31.12.2024;051;  Düsseldorf, Regierungsbezirk;299;  Übriges Afrika, Mayotte, Réunion;-;-;-
31.12.2024;051;  Düsseldorf, Regierungsbezirk;3;Amerika;17490;7540;9945
31.12.2024;051;  Düsseldorf, Regierungsbezirk;320;  Antigua und Barbuda;10;5;5
31.12.2024;051;  Düsseldorf, Regierungsbezirk;322;  Barbados;10;5;5
31.12.2024;051;  Düsseldorf, Regierungsbezirk;323;  Argentinien;515;245;275
31.12.2024;051;  Düsseldorf, Regierungsbezirk;324;  Bahamas;5;-;-
31.12.2024;051;  Düsseldorf, Regierungsbezirk;326;  Bolivien;125;40;85
31.12.2024;051;  Düsseldorf, Regierungsbezirk;327;  Brasilien;3680;1260;2420
31.12.2024;051;  Düsseldorf, Regierungsbezirk;328;  Guyana;5;5;5
31.12.2024;051;  Düsseldorf, Regierungsbezirk;330;  Belize;5;-;-
31.12.2024;051;  Düsseldorf, Regierungsbezirk;332;  Chile;515;245;270
31.12.2024;051;  Düsseldorf, Regierungsbezirk;333;  Dominica;60;30;30
31.12.2024;051;  Düsseldorf, Regierungsbezirk;334;  Costa Rica;130;55;75
31.12.2024;051;  Düsseldorf, Regierungsbezirk;335;  Dominikanische Republik;495;195;300
31.12.2024;051;  Düsseldorf, Regierungsbezirk;336;  Ecuador;280;115;165
31.12.2024;051;  Düsseldorf, Regierungsbezirk;337;  El Salvador;95;40;50
31.12.2024;051;  Düsseldorf, Regierungsbezirk;340;  Grenada;10;5;5
31.12.2024;051;  Düsseldorf, Regierungsbezirk;345;  Guatemala;65;35;30
31.12.2024;051;  Düsseldorf, Regierungsbezirk;346;  Haiti;40;15;25
31.12.2024;051;  Düsseldorf, Regierungsbezirk;347;  Honduras;420;215;205
31.12.2024;051;  Düsseldorf, Regierungsbezirk;348;  Kanada;1220;590;630
31.12.2024;051;  Düsseldorf, Regierungsbezirk;349;  Kolumbien;1510;555;955
31.12.2024;051;  Düsseldorf, Regierungsbezirk;351;  Kuba;505;180;320
31.12.2024;051;  Düsseldorf, Regierungsbezirk;353;  Mexiko;1100;450;650
31.12.2024;051;  Düsseldorf, Regierungsbezirk;354;  Nicaragua;40;20;25
31.12.2024;051;  Düsseldorf, Regierungsbezirk;355;  Jamaika;95;40;55
31.12.2024;051;  Düsseldorf, Regierungsbezirk;357;  Panama;30;10;15
31.12.2024;051;  Düsseldorf, Regierungsbezirk;359;  Paraguay;90;25;65
31.12.2024;051;  Düsseldorf, Regierungsbezirk;361;  Peru;640;200;440
31.12.2024;051;  Düsseldorf, Regierungsbezirk;364;  Suriname;10;5;5
31.12.2024;051;  Düsseldorf, Regierungsbezirk;365;  Uruguay;35;20;20
31.12.2024;051;  Düsseldorf, Regierungsbezirk;366;  St. Lucia;10;5;5
31.12.2024;051;  Düsseldorf, Regierungsbezirk;367;  Venezuela;520;210;310
31.12.2024;051;  Düsseldorf, Regierungsbezirk;368;  USA;5155;2675;2480
31.12.2024;051;  Düsseldorf, Regierungsbezirk;369;  St.Vincent und die Grenadinen;5;-;-
31.12.2024;051;  Düsseldorf, Regierungsbezirk;370;  St.Kitts (St. Cristopher) und Nevis;25;10;10
31.12.2024;051;  Düsseldorf, Regierungsbezirk;371;  Trinidad und Tobago;40;25;15
31.12.2024;051;  Düsseldorf, Regierungsbezirk;399;  Übriges Amerika;-;-;-
31.12.2024;051;  Düsseldorf, Regierungsbezirk;4;Asien;265235;143990;121250
31.12.2024;051;  Düsseldorf, Regierungsbezirk;411;  Hongkong;50;20;30
31.12.2024;051;  Düsseldorf, Regierungsbezirk;412;  Macau (chinesisch);-;-;-
31.12.2024;051;  Düsseldorf, Regierungsbezirk;421;  Jemen;210;135;75
31.12.2024;051;  Düsseldorf, Regierungsbezirk;422;  Armenien;2530;1210;1320
31.12.2024;051;  Düsseldorf, Regierungsbezirk;423;  Afghanistan;23175;14220;8955
31.12.2024;051;  Düsseldorf, Regierungsbezirk;424;  Bahrain;30;15;15
31.12.2024;051;  Düsseldorf, Regierungsbezirk;425;  Aserbaidschan;3830;1990;1840
31.12.2024;051;  Düsseldorf, Regierungsbezirk;426;  Bhutan;5;-;-
31.12.2024;051;  Düsseldorf, Regierungsbezirk;427;  Myanmar;190;125;65
31.12.2024;051;  Düsseldorf, Regierungsbezirk;429;  Brunei;-;-;-
31.12.2024;051;  Düsseldorf, Regierungsbezirk;430;  Georgien;2525;1190;1335
31.12.2024;051;  Düsseldorf, Regierungsbezirk;431;  Sri Lanka;4800;2315;2485
31.12.2024;051;  Düsseldorf, Regierungsbezirk;432;  Vietnam;5285;2180;3100
31.12.2024;051;  Düsseldorf, Regierungsbezirk;434;  Korea, Volksrepublik (Nordkorea);35;15;15
31.12.2024;051;  Düsseldorf, Regierungsbezirk;436;  Indien;18775;10610;8165
31.12.2024;051;  Düsseldorf, Regierungsbezirk;437;  Indonesien;1540;630;910
31.12.2024;051;  Düsseldorf, Regierungsbezirk;438;  Irak;28535;15550;12985
31.12.2024;051;  Düsseldorf, Regierungsbezirk;439;  Iran;16705;8895;7810
31.12.2024;051;  Düsseldorf, Regierungsbezirk;441;  Israel;915;545;375
31.12.2024;051;  Düsseldorf, Regierungsbezirk;442;  Japan;9530;4495;5035
31.12.2024;051;  Düsseldorf, Regierungsbezirk;444;  Kasachstan;3065;1350;1715
31.12.2024;051;  Düsseldorf, Regierungsbezirk;445;  Jordanien;1735;1050;685
31.12.2024;051;  Düsseldorf, Regierungsbezirk;446;  Kambodscha;45;10;35
31.12.2024;051;  Düsseldorf, Regierungsbezirk;447;  Katar;195;120;75
31.12.2024;051;  Düsseldorf, Regierungsbezirk;448;  Kuwait;75;40;35
31.12.2024;051;  Düsseldorf, Regierungsbezirk;449;  Laos;60;15;45
31.12.2024;051;  Düsseldorf, Regierungsbezirk;450;  Kirgisistan;850;355;495
31.12.2024;051;  Düsseldorf, Regierungsbezirk;451;  Libanon;5690;3375;2315
31.12.2024;051;  Düsseldorf, Regierungsbezirk;454;  Malediven;5;-;-
31.12.2024;051;  Düsseldorf, Regierungsbezirk;456;  Oman;30;15;15
31.12.2024;051;  Düsseldorf, Regierungsbezirk;457;  Mongolei;755;320;435
31.12.2024;051;  Düsseldorf, Regierungsbezirk;458;  Nepal;620;335;285
31.12.2024;051;  Düsseldorf, Regierungsbezirk;459;  Palästinensische Gebiete (ab 2013);220;140;80
31.12.2024;051;  Düsseldorf, Regierungsbezirk;460;  Bangladesch;2690;1840;850
31.12.2024;051;  Düsseldorf, Regierungsbezirk;461;  Pakistan;4710;2810;1900
31.12.2024;051;  Düsseldorf, Regierungsbezirk;462;  Philippinen;3670;1820;1850
31.12.2024;051;  Düsseldorf, Regierungsbezirk;465;  Taiwan, (China );875;310;565
31.12.2024;051;  Düsseldorf, Regierungsbezirk;467;  Korea, Republik (Südkorea);3500;1495;2005
31.12.2024;051;  Düsseldorf, Regierungsbezirk;469;  Vereinigte Arabische Emirate;80;55;25
31.12.2024;051;  Düsseldorf, Regierungsbezirk;470;  Tadschikistan;1770;920;850
31.12.2024;051;  Düsseldorf, Regierungsbezirk;471;  Turkmenistan;145;75;70
31.12.2024;051;  Düsseldorf, Regierungsbezirk;472;  Saudi-Arabien;165;100;65
31.12.2024;051;  Düsseldorf, Regierungsbezirk;474;  Singapur;175;65;110
31.12.2024;051;  Düsseldorf, Regierungsbezirk;475;  Syrien;92830;53645;39185
31.12.2024;051;  Düsseldorf, Regierungsbezirk;476;  Thailand;3730;570;3155
31.12.2024;051;  Düsseldorf, Regierungsbezirk;477;  Usbekistan;865;425;435
31.12.2024;051;  Düsseldorf, Regierungsbezirk;479;  China (Festland);17415;8250;9160
31.12.2024;051;  Düsseldorf, Regierungsbezirk;482;  Malaysia;605;325;275
31.12.2024;051;  Düsseldorf, Regierungsbezirk;483;  Timor-Leste;-;-;-
31.12.2024;051;  Düsseldorf, Regierungsbezirk;499;  Übriges Asien, Macau;-;-;-
31.12.2024;051;  Düsseldorf, Regierungsbezirk;5;Australien / Ozeanien;1050;590;465
31.12.2024;051;  Düsseldorf, Regierungsbezirk;523;  Australien;850;470;380
31.12.2024;051;  Düsseldorf, Regierungsbezirk;524;  Salomonen;-;-;-
31.12.2024;051;  Düsseldorf, Regierungsbezirk;526;  Fidschi;5;-;-
31.12.2024;051;  Düsseldorf, Regierungsbezirk;527;  Cookinseln;-;-;-
31.12.2024;051;  Düsseldorf, Regierungsbezirk;530;  Kiribati;-;-;-
31.12.2024;051;  Düsseldorf, Regierungsbezirk;531;  Nauru;-;-;-
31.12.2024;051;  Düsseldorf, Regierungsbezirk;532;  Vanuatu;5;-;-
31.12.2024;051;  Düsseldorf, Regierungsbezirk;536;  Neuseeland;190;110;75
31.12.2024;051;  Düsseldorf, Regierungsbezirk;537;  Palau;-;-;-
31.12.2024;051;  Düsseldorf, Regierungsbezirk;538;  Papua-Neuguinea;-;-;-
31.12.2024;051;  Düsseldorf, Regierungsbezirk;540;  Tuvalu;-;-;-
31.12.2024;051;  Düsseldorf, Regierungsbezirk;541;  Tonga;-;-;-
31.12.2024;051;  Düsseldorf, Regierungsbezirk;543;  Samoa;-;-;-
31.12.2024;051;  Düsseldorf, Regierungsbezirk;544;  Marshallinseln;-;-;-
31.12.2024;051;  Düsseldorf, Regierungsbezirk;599;  Übriges Ozeanien;-;-;-
31.12.2024;051;  Düsseldorf, Regierungsbezirk;9;Sonstige;9725;5460;4260
31.12.2024;051;  Düsseldorf, Regierungsbezirk;997;  staatenlos;2785;1545;1240
31.12.2024;051;  Düsseldorf, Regierungsbezirk;998;  ungeklärt;6635;3745;2890
31.12.2024;051;  Düsseldorf, Regierungsbezirk;999;  ohne Angabe;225;135;95
31.12.2024;05111;    Düsseldorf, krfr. Stadt;1;Europa;113755;56150;57605
31.12.2024;05111;    Düsseldorf, krfr. Stadt;121;  Albanien;2030;1120;910
31.12.2024;05111;    Düsseldorf, krfr. Stadt;122;  Bosnien und Herzegowina;2160;1115;1050
31.12.2024;05111;    Düsseldorf, krfr. Stadt;123;  Andorra;-;-;-
31.12.2024;05111;    Düsseldorf, krfr. Stadt;124;  Belgien;850;470;380
31.12.2024;05111;    Düsseldorf, krfr. Stadt;125;  Bulgarien;2565;1220;1345
31.12.2024;05111;    Düsseldorf, krfr. Stadt;126;  Dänemark;260;155;110
31.12.2024;05111;    Düsseldorf, krfr. Stadt;127;  Estland;130;55;80
31.12.2024;05111;    Düsseldorf, krfr. Stadt;128;  Finnland;305;125;180
31.12.2024;05111;    Düsseldorf, krfr. Stadt;129;  Frankreich;3675;1730;1945
31.12.2024;05111;    Düsseldorf, krfr. Stadt;130;  Kroatien;3580;1770;1810
31.12.2024;05111;    Düsseldorf, krfr. Stadt;131;  Slowenien;245;115;130
31.12.2024;05111;    Düsseldorf, krfr. Stadt;132;  Serbien und Montenegro (ab 01.01.2004-31.07.2006);940;490;450
31.12.2024;05111;    Düsseldorf, krfr. Stadt;133;  Serbien (ab 01.08.2006);25;10;15
31.12.2024;05111;    Düsseldorf, krfr. Stadt;134;  Griechenland;9805;5065;4740
31.12.2024;05111;    Düsseldorf, krfr. Stadt;135;  Irland;495;295;205
31.12.2024;05111;    Düsseldorf, krfr. Stadt;136;  Island;30;15;15
31.12.2024;05111;    Düsseldorf, krfr. Stadt;137;  Italien;7850;4495;3355
31.12.2024;05111;    Düsseldorf, krfr. Stadt;138;  Jugoslawien (ehem.);85;50;35
31.12.2024;05111;    Düsseldorf, krfr. Stadt;139;  Lettland;505;230;275
31.12.2024;05111;    Düsseldorf, krfr. Stadt;140;  Montenegro (ab 01.08.2006);155;90;65
31.12.2024;05111;    Düsseldorf, krfr. Stadt;141;  Liechtenstein;5;-;-
31.12.2024;05111;    Düsseldorf, krfr. Stadt;142;  Litauen;515;215;300
31.12.2024;05111;    Düsseldorf, krfr. Stadt;143;  Luxemburg;220;100;115
31.12.2024;05111;    Düsseldorf, krfr. Stadt;144;  Nordmazedonien;4550;2325;2225
31.12.2024;05111;    Düsseldorf, krfr. Stadt;145;  Malta;25;15;10
31.12.2024;05111;    Düsseldorf, krfr. Stadt;146;  Moldau;285;120;170
31.12.2024;05111;    Düsseldorf, krfr. Stadt;147;  Monaco;-;-;-
31.12.2024;05111;    Düsseldorf, krfr. Stadt;148;  Niederlande;2660;1480;1175
31.12.2024;05111;    Düsseldorf, krfr. Stadt;149;  Norwegen;125;80;45
31.12.2024;05111;    Düsseldorf, krfr. Stadt;150;  Kosovo (ab 01.05.2008);2710;1460;1250
31.12.2024;05111;    Düsseldorf, krfr. Stadt;151;  Österreich;1925;970;950
31.12.2024;05111;    Düsseldorf, krfr. Stadt;152;  Polen;9055;4540;4510
31.12.2024;05111;    Düsseldorf, krfr. Stadt;153;  Portugal;1805;970;840
31.12.2024;05111;    Düsseldorf, krfr. Stadt;154;  Rumänien;5320;2740;2580
31.12.2024;05111;    Düsseldorf, krfr. Stadt;155;  Slowakei;405;180;225
31.12.2024;05111;    Düsseldorf, krfr. Stadt;156;  San Marino;-;-;-
31.12.2024;05111;    Düsseldorf, krfr. Stadt;157;  Schweden;580;280;300
31.12.2024;05111;    Düsseldorf, krfr. Stadt;158;  Schweiz;465;220;245
31.12.2024;05111;    Düsseldorf, krfr. Stadt;159;  ehem. Sowjetunion o.n.A.;40;20;20
31.12.2024;05111;    Düsseldorf, krfr. Stadt;160;  Russische Föderation;5895;2280;3620
31.12.2024;05111;    Düsseldorf, krfr. Stadt;161;  Spanien;5135;2685;2445
31.12.2024;05111;    Düsseldorf, krfr. Stadt;162;  Tschechoslowakei (ehem.);15;5;10
31.12.2024;05111;    Düsseldorf, krfr. Stadt;163;  Türkei;14395;7520;6875
31.12.2024;05111;    Düsseldorf, krfr. Stadt;164;  Tschechische Republik;480;230;250
31.12.2024;05111;    Düsseldorf, krfr. Stadt;165;  Ungarn;1165;635;530
31.12.2024;05111;    Düsseldorf, krfr. Stadt;166;  Ukraine;13170;4855;8315
31.12.2024;05111;    Düsseldorf, krfr. Stadt;167;  Vatikanstadt;-;-;-
31.12.2024;05111;    Düsseldorf, krfr. Stadt;168;  Vereinigtes Königreich;2420;1460;955
31.12.2024;05111;    Düsseldorf, krfr. Stadt;169;  Belarus;470;170;300
31.12.2024;05111;    Düsseldorf, krfr. Stadt;170;  Serbien ohne Kosovo (ab 01.05.2008);3975;1880;2095
31.12.2024;05111;    Düsseldorf, krfr. Stadt;181;  Zypern;240;100;140
31.12.2024;05111;    Düsseldorf, krfr. Stadt;185;  Britische Überseegebiete;15;10;5
31.12.2024;05111;    Düsseldorf, krfr. Stadt;195;  Gibraltar, Insel Man, Kanalinseln (brit. abhängige Gebiete);-;-;-
31.12.2024;05111;    Düsseldorf, krfr. Stadt;199;  Übriges Europa;-;-;-
31.12.2024;05111;    Düsseldorf, krfr. Stadt;295;  Sankt Helena, einschl. Ascension (brit. abhängiges Gebiet);-;-;-
31.12.2024;05111;    Düsseldorf, krfr. Stadt;395;  brit. abhängige Gebiete;-;-;-
31.12.2024;05111;    Düsseldorf, krfr. Stadt;495;  Hongkong (brit. abhängiges Gebiet);25;10;15
31.12.2024;05111;    Düsseldorf, krfr. Stadt;2;Afrika;15070;7980;7090
31.12.2024;05111;    Düsseldorf, krfr. Stadt;221;  Algerien;330;220;110
31.12.2024;05111;    Düsseldorf, krfr. Stadt;223;  Angola;90;40;50
31.12.2024;05111;    Düsseldorf, krfr. Stadt;224;  Eritrea;450;245;205
31.12.2024;05111;    Düsseldorf, krfr. Stadt;225;  Äthiopien;140;65;80
31.12.2024;05111;    Düsseldorf, krfr. Stadt;226;  Lesotho;-;-;-
31.12.2024;05111;    Düsseldorf, krfr. Stadt;227;  Botsuana;5;-;-
31.12.2024;05111;    Düsseldorf, krfr. Stadt;229;  Benin;30;20;10
31.12.2024;05111;    Düsseldorf, krfr. Stadt;230;  Dschibuti;-;-;-
31.12.2024;05111;    Düsseldorf, krfr. Stadt;231;  Cote d'Ivoire;110;55;55
31.12.2024;05111;    Düsseldorf, krfr. Stadt;232;  Nigeria;985;510;475
31.12.2024;05111;    Düsseldorf, krfr. Stadt;233;  Simbabwe;60;15;45
31.12.2024;05111;    Düsseldorf, krfr. Stadt;236;  Gabun;5;-;-
31.12.2024;05111;    Düsseldorf, krfr. Stadt;237;  Gambia;170;120;50
31.12.2024;05111;    Düsseldorf, krfr. Stadt;238;  Ghana;1815;925;895
31.12.2024;05111;    Düsseldorf, krfr. Stadt;239;  Mauretanien;10;5;5
31.12.2024;05111;    Düsseldorf, krfr. Stadt;242;  Kap Verde;5;-;-
31.12.2024;05111;    Düsseldorf, krfr. Stadt;243;  Kenia;125;40;85
31.12.2024;05111;    Düsseldorf, krfr. Stadt;244;  Komoren;5;-;-
31.12.2024;05111;    Düsseldorf, krfr. Stadt;245;  Kongo (Republik);40;20;20
31.12.2024;05111;    Düsseldorf, krfr. Stadt;246;  Kongo, Demokratische Republik;155;85;65
31.12.2024;05111;    Düsseldorf, krfr. Stadt;247;  Liberia;15;-;-
31.12.2024;05111;    Düsseldorf, krfr. Stadt;248;  Libyen;800;500;300
31.12.2024;05111;    Düsseldorf, krfr. Stadt;249;  Madagaskar;50;10;40
31.12.2024;05111;    Düsseldorf, krfr. Stadt;251;  Mali;35;25;10
31.12.2024;05111;    Düsseldorf, krfr. Stadt;252;  Marokko;5500;2730;2770
31.12.2024;05111;    Düsseldorf, krfr. Stadt;253;  Mauritius;55;25;25
31.12.2024;05111;    Düsseldorf, krfr. Stadt;254;  Mosambik;15;5;5
31.12.2024;05111;    Düsseldorf, krfr. Stadt;255;  Niger;5;-;-
31.12.2024;05111;    Düsseldorf, krfr. Stadt;256;  Malawi;5;5;5
31.12.2024;05111;    Düsseldorf, krfr. Stadt;257;  Sambia;10;5;10
31.12.2024;05111;    Düsseldorf, krfr. Stadt;258;  Burkina Faso;10;5;5
31.12.2024;05111;    Düsseldorf, krfr. Stadt;259;  Guinea-Bissau;10;10;5
31.12.2024;05111;    Düsseldorf, krfr. Stadt;261;  Guinea;420;290;130
31.12.2024;05111;    Düsseldorf, krfr. Stadt;262;  Kamerun;245;130;115
31.12.2024;05111;    Düsseldorf, krfr. Stadt;263;  Südafrika;225;105;120
31.12.2024;05111;    Düsseldorf, krfr. Stadt;265;  Ruanda;10;5;10
31.12.2024;05111;    Düsseldorf, krfr. Stadt;267;  Namibia;40;5;35
31.12.2024;05111;    Düsseldorf, krfr. Stadt;268;  Sao Tome und Principe;-;-;-
31.12.2024;05111;    Düsseldorf, krfr. Stadt;269;  Senegal;100;60;40
31.12.2024;05111;    Düsseldorf, krfr. Stadt;271;  Seychellen;-;-;-
31.12.2024;05111;    Düsseldorf, krfr. Stadt;272;  Sierra Leone;50;30;25
31.12.2024;05111;    Düsseldorf, krfr. Stadt;273;  Somalia;280;170;105
31.12.2024;05111;    Düsseldorf, krfr. Stadt;274;  Äquatorialguinea;-;-;-
31.12.2024;05111;    Düsseldorf, krfr. Stadt;276;  Sudan (einschließlich Südsudan);85;45;40
31.12.2024;05111;    Düsseldorf, krfr. Stadt;281;  Eswatini (ehemals Swasiland);5;-;-
31.12.2024;05111;    Düsseldorf, krfr. Stadt;282;  Tansania, Vereinigte Republik;40;20;25
31.12.2024;05111;    Düsseldorf, krfr. Stadt;283;  Togo;125;65;60
31.12.2024;05111;    Düsseldorf, krfr. Stadt;284;  Tschad;5;-;-
31.12.2024;05111;    Düsseldorf, krfr. Stadt;285;  Tunesien;1305;700;605
31.12.2024;05111;    Düsseldorf, krfr. Stadt;286;  Uganda;25;5;20
31.12.2024;05111;    Düsseldorf, krfr. Stadt;287;  Ägypten;1075;640;435
31.12.2024;05111;    Düsseldorf, krfr. Stadt;289;  Zentralafrikanische Republik;-;-;-
31.12.2024;05111;    Düsseldorf, krfr. Stadt;291;  Burundi;5;5;5
31.12.2024;05111;    Düsseldorf, krfr. Stadt;299;  Übriges Afrika, Mayotte, Réunion;-;-;-
31.12.2024;05111;    Düsseldorf, krfr. Stadt;3;Amerika;6995;3190;3805
31.12.2024;05111;    Düsseldorf, krfr. Stadt;320;  Antigua und Barbuda;5;-;-
31.12.2024;05111;    Düsseldorf, krfr. Stadt;322;  Barbados;5;-;-
31.12.2024;05111;    Düsseldorf, krfr. Stadt;323;  Argentinien;240;115;125
31.12.2024;05111;    Düsseldorf, krfr. Stadt;324;  Bahamas;-;-;-
31.12.2024;05111;    Düsseldorf, krfr. Stadt;326;  Bolivien;55;20;35
31.12.2024;05111;    Düsseldorf, krfr. Stadt;327;  Brasilien;1415;550;865
31.12.2024;05111;    Düsseldorf, krfr. Stadt;328;  Guyana;5;-;-
31.12.2024;05111;    Düsseldorf, krfr. Stadt;330;  Belize;-;-;-
31.12.2024;05111;    Düsseldorf, krfr. Stadt;332;  Chile;220;125;95
31.12.2024;05111;    Düsseldorf, krfr. Stadt;333;  Dominica;25;10;15
31.12.2024;05111;    Düsseldorf, krfr. Stadt;334;  Costa Rica;60;25;40
31.12.2024;05111;    Düsseldorf, krfr. Stadt;335;  Dominikanische Republik;105;40;65
31.12.2024;05111;    Düsseldorf, krfr. Stadt;336;  Ecuador;110;45;65
31.12.2024;05111;    Düsseldorf, krfr. Stadt;337;  El Salvador;20;10;10
31.12.2024;05111;    Düsseldorf, krfr. Stadt;340;  Grenada;-;-;-
31.12.2024;05111;    Düsseldorf, krfr. Stadt;345;  Guatemala;30;15;15
31.12.2024;05111;    Düsseldorf, krfr. Stadt;346;  Haiti;-;-;-
31.12.2024;05111;    Düsseldorf, krfr. Stadt;347;  Honduras;40;20;15
31.12.2024;05111;    Düsseldorf, krfr. Stadt;348;  Kanada;520;255;265
31.12.2024;05111;    Düsseldorf, krfr. Stadt;349;  Kolumbien;620;230;385
31.12.2024;05111;    Düsseldorf, krfr. Stadt;351;  Kuba;140;60;80
31.12.2024;05111;    Düsseldorf, krfr. Stadt;353;  Mexiko;495;220;275
31.12.2024;05111;    Düsseldorf, krfr. Stadt;354;  Nicaragua;10;5;10
31.12.2024;05111;    Düsseldorf, krfr. Stadt;355;  Jamaika;25;10;10
31.12.2024;05111;    Düsseldorf, krfr. Stadt;357;  Panama;10;5;5
31.12.2024;05111;    Düsseldorf, krfr. Stadt;359;  Paraguay;35;10;25
31.12.2024;05111;    Düsseldorf, krfr. Stadt;361;  Peru;260;90;170
31.12.2024;05111;    Düsseldorf, krfr. Stadt;364;  Suriname;5;-;-
31.12.2024;05111;    Düsseldorf, krfr. Stadt;365;  Uruguay;20;10;10
31.12.2024;05111;    Düsseldorf, krfr. Stadt;366;  St. Lucia;5;-;-
31.12.2024;05111;    Düsseldorf, krfr. Stadt;367;  Venezuela;160;80;80
31.12.2024;05111;    Düsseldorf, krfr. Stadt;368;  USA;2335;1210;1125
31.12.2024;05111;    Düsseldorf, krfr. Stadt;369;  St.Vincent und die Grenadinen;-;-;-
31.12.2024;05111;    Düsseldorf, krfr. Stadt;370;  St.Kitts (St. Cristopher) und Nevis;15;10;5
31.12.2024;05111;    Düsseldorf, krfr. Stadt;371;  Trinidad und Tobago;15;10;5
31.12.2024;05111;    Düsseldorf, krfr. Stadt;399;  Übriges Amerika;-;-;-
31.12.2024;05111;    Düsseldorf, krfr. Stadt;4;Asien;51535;26290;25245
31.12.2024;05111;    Düsseldorf, krfr. Stadt;411;  Hongkong;15;5;10
31.12.2024;05111;    Düsseldorf, krfr. Stadt;412;  Macau (chinesisch);-;-;-
31.12.2024;05111;    Düsseldorf, krfr. Stadt;421;  Jemen;30;20;10
31.12.2024;05111;    Düsseldorf, krfr. Stadt;422;  Armenien;395;180;215
31.12.2024;05111;    Düsseldorf, krfr. Stadt;423;  Afghanistan;2550;1490;1060
31.12.2024;05111;    Düsseldorf, krfr. Stadt;424;  Bahrain;10;5;5
31.12.2024;05111;    Düsseldorf, krfr. Stadt;425;  Aserbaidschan;740;380;360
31.12.2024;05111;    Düsseldorf, krfr. Stadt;426;  Bhutan;5;-;-
31.12.2024;05111;    Düsseldorf, krfr. Stadt;427;  Myanmar;45;20;25
31.12.2024;05111;    Düsseldorf, krfr. Stadt;429;  Brunei;-;-;-
31.12.2024;05111;    Düsseldorf, krfr. Stadt;430;  Georgien;735;280;455
31.12.2024;05111;    Düsseldorf, krfr. Stadt;431;  Sri Lanka;350;180;170
31.12.2024;05111;    Düsseldorf, krfr. Stadt;432;  Vietnam;1055;400;655
31.12.2024;05111;    Düsseldorf, krfr. Stadt;434;  Korea, Volksrepublik (Nordkorea);20;10;10
31.12.2024;05111;    Düsseldorf, krfr. Stadt;436;  Indien;6835;3780;3055
31.12.2024;05111;    Düsseldorf, krfr. Stadt;437;  Indonesien;490;205;285
31.12.2024;05111;    Düsseldorf, krfr. Stadt;438;  Irak;3460;1925;1535
31.12.2024;05111;    Düsseldorf, krfr. Stadt;439;  Iran;5110;2610;2500
31.12.2024;05111;    Düsseldorf, krfr. Stadt;441;  Israel;490;280;210
31.12.2024;05111;    Düsseldorf, krfr. Stadt;442;  Japan;7795;3865;3930
31.12.2024;05111;    Düsseldorf, krfr. Stadt;444;  Kasachstan;505;215;290
