;;;Art der Hilfe;Art der Hilfe;Art der Hilfe;Art der Hilfe;Art der Hilfe;Art der Hilfe;Art der Hilfe;Art der Hilfe;Art der Hilfe;Art der Hilfe;Art der Hilfe;Art der Hilfe;Art der Hilfe;Art der Hilfe;Art der Hilfe;Art der Hilfe;Art der Hilfe;Art der Hilfe;Art der Hilfe;Art der Hilfe;Art der Hilfe;Art der Hilfe
;;;Insgesamt;Insgesamt;Hilfe zur Erziehung § 27 SGB VIII;Hilfe zur Erziehung § 27 SGB VIII;Erziehungsberatung § 28 SGB VIII;Erziehungsberatung § 28 SGB VIII;Soziale Gruppenarbeit § 29 SGB VIII;Soziale Gruppenarbeit § 29 SGB VIII;Einzelbetreuung § 30 SGB VIII;Einzelbetreuung § 30 SGB VIII;Sozialpädagogische Familienhilfe § 31 SGB VIII;Sozialpädagogische Familienhilfe § 31 SGB VIII;Erziehung in einer Tagesgruppe § 32 SGB VIII;Erziehung in einer Tagesgruppe § 32 SGB VIII;Vollzeitpflege § 33 SGB VIII;Vollzeitpflege § 33 SGB VIII;Heimerziehung, sonstige betreute Wohnform § 34 SGB VII;Heimerziehung, sonstige betreute Wohnform § 34 SGB VII;Intensive sozialpädagogische Einzelbetreuung § 35 SGB VIII;Intensive sozialpädagogische Einzelbetreuung § 35 SGB VIII;Eingliederungshilfe für seelisch behinderte junge Menschen § 35a SGB VIII;Eingliederungshilfe für seelisch behinderte junge Menschen § 35a SGB VIII
;;;In Anspruch genommene erzieh. Hilfen;Begonnene erzieher. Hilfen/Beratungen;In Anspruch genommene erzieh. Hilfen;Begonnene erzieher. Hilfen/Beratungen;In Anspruch genommene erzieh. Hilfen;Begonnene erzieher. Hilfen/Beratungen;In Anspruch genommene erzieh. Hilfen;Begonnene erzieher. Hilfen/Beratungen;In Anspruch genommene erzieh. Hilfen;Begonnene erzieher. Hilfen/Beratungen;In Anspruch genommene erzieh. Hilfen;Begonnene erzieher. Hilfen/Beratungen;In Anspruch genommene erzieh. Hilfen;Begonnene erzieher. Hilfen/Beratungen;In Anspruch genommene erzieh. Hilfen;Begonnene erzieher. Hilfen/Beratungen;In Anspruch genommene erzieh. Hilfen;Begonnene erzieher. Hilfen/Beratungen;In Anspruch genommene erzieh. Hilfen;Begonnene erzieher. Hilfen/Beratungen;In Anspruch genommene erzieh. Hilfen;Begonnene erzieher. Hilfen/Beratungen
;;;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl
2024;JH05334032;      Jugendamt Stolberg;864;275;6;5;-;-;31;16;47;20;144;58;1;-;148;20;157;58;4;2;326;96
2024;JH05334036;      Jugendamt Würselen;526;197;117;49;-;-;1;1;26;14;38;23;7;3;69;13;39;11;14;5;215;78
2024;JH05334999;      Kreisjugendamt der Städteregion Aachen;2498;1409;8;4;1638;1127;34;7;120;68;246;118;1;-;190;29;106;24;9;4;146;28
2024;05354;    Aachen, Kreis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2024;JH05354004;      Jugendamt Alsdorf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2024;JH05354012;      Jugendamt Eschweiler;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2024;JH05354016;      Jugendamt Herzogenrath;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2024;JH05354032;      Jugendamt Stolberg;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2024;JH05354036;      Jugendamt Würselen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2024;JH05354999;      Kreisjugendamt des Kreises Aachen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2024;05358;    Düren, Kreis;5053;2336;89;52;1833;1199;-;-;201;104;642;310;100;39;509;82;488;173;70;38;1121;339
2024;JH05358008;      Jugendamt Düren;2154;1141;24;14;1233;780;-;-;43;25;212;113;27;11;170;35;186;57;2;1;257;105
2024;JH05358999;      Kreisjugendamt des Kreises Düren;2899;1195;65;38;600;419;-;-;158;79;430;197;73;28;339;47;302;116;68;37;864;234
2024;05362;    Rhein-Erft-Kreis;9121;4132;473;216;4357;2477;74;39;472;205;805;311;65;21;556;71;681;219;129;68;1509;505
2024;JH05362004;      Jugendamt Bedburg (neu ab 10.06.2011);600;287;43;26;337;175;-;-;31;13;42;21;2;-;48;7;32;16;1;-;64;29
2024;JH05362008;      Jugendamt Bergheim;937;416;25;15;300;166;4;2;23;7;103;43;19;8;86;13;162;70;4;3;211;89
2024;JH05362012;      Jugendamt Brühl;832;385;49;20;409;246;-;-;29;15;67;18;4;1;40;5;34;9;11;4;189;67
2024;JH05362016;      Jugendamt Elsdorf (neu ab 10.06.2011);406;166;17;-;224;157;4;-;15;1;19;-;6;-;33;-;29;2;2;-;57;6
2024;JH05362020;      Jugendamt Erftstadt;973;494;14;4;669;420;-;-;32;8;41;11;2;-;29;-;43;9;6;-;137;42
2024;JH05362024;      Jugendamt Frechen;789;290;141;58;-;-;2;2;107;41;171;68;1;-;71;11;89;32;10;5;197;73
2024;JH05362028;      Jugendamt Hürth;1239;458;43;21;690;280;15;8;40;15;73;25;7;4;69;10;59;16;48;28;195;51
2024;JH05362032;      Jugendamt Kerpen;1610;821;59;28;937;580;27;15;77;42;107;44;20;7;78;11;137;35;14;8;154;51
2024;JH05362036;      Jugendamt Pulheim;949;437;65;30;365;237;22;12;52;21;110;40;2;-;48;5;41;14;29;20;215;58
2024;JH05362040;      Jugendamt Wesseling;786;378;17;14;426;216;-;-;66;42;72;41;2;1;54;9;55;16;4;-;90;39
2024;JH05362999;      Kreisjugendamt Rhein-Erft-Kreis (bis 31.12.2010);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2024;05366;    Euskirchen, Kreis;2553;1013;52;27;898;524;7;1;134;66;371;133;30;8;316;31;318;72;4;1;423;150
2024;JH05366999;      Kreisjugendamt des Kreises Euskirchen;2553;1013;52;27;898;524;7;1;134;66;371;133;30;8;316;31;318;72;4;1;423;150
2024;05370;    Heinsberg, Kreis;3729;1465;8;4;1284;874;6;-;162;60;563;145;33;9;401;50;333;82;54;28;885;213
2024;JH05370004;      Jugendamt Erkelenz;853;490;1;1;509;353;-;-;20;11;85;35;1;-;66;13;60;33;9;7;102;37
2024;JH05370012;      Jugendamt Geilenkirchen (neu ab 01.01.2008);322;65;-;-;-;-;-;-;25;10;63;20;3;2;57;2;41;3;14;9;119;19
2024;JH05370016;      Jugendamt Heinsberg;807;342;-;-;363;244;-;-;10;5;125;39;10;4;85;9;77;20;9;1;128;20
2024;JH05370020;      Jugendamt Hückelhoven (neu ab 01.01.2003);482;115;5;2;-;-;3;-;29;15;107;29;6;1;110;13;60;14;20;11;142;30
2024;JH05370999;      Kreisjugendamt des Kreises Heinsberg;1265;453;2;1;412;277;3;-;78;19;183;22;13;2;83;13;95;12;2;-;394;107
2024;05374;    Oberbergischer Kreis;5878;2704;331;110;2851;1791;59;24;234;100;512;182;158;51;514;59;502;160;48;24;669;203
2024;JH05374012;      Jugendamt Gummersbach;566;209;11;4;-;-;18;8;49;26;177;75;18;6;107;14;97;35;25;13;64;28
2024;JH05374036;      Jugendamt Radevormwald;532;192;29;2;277;141;-;-;27;4;62;8;1;1;34;1;37;11;1;-;64;24
2024;JH05374048;      Jugendamt Wiehl;197;74;8;5;-;-;-;-;3;1;24;16;3;2;43;5;62;27;2;1;52;17
2024;JH05374052;      Jugendamt Wipperfürth;1279;787;1;1;1104;720;-;-;11;3;40;21;1;1;18;-;35;11;1;-;68;30
2024;JH05374999;      Kreisjugendamt des Oberbergischen Kreises;3304;1442;282;98;1470;930;41;16;144;66;209;62;135;41;312;39;271;76;19;10;421;104
2024;05378;    Rheinisch-Bergischer Kreis;4614;2515;242;121;1780;1382;20;8;122;68;510;236;58;18;293;57;507;189;70;37;1012;399
2024;JH05378004;      Jugendamt Bergisch Gladbach;2081;1139;49;17;939;731;-;-;69;41;180;70;13;4;88;11;184;62;11;5;548;198
2024;JH05378016;      Jugendamt Leichlingen (Rhld.);266;120;28;10;-;-;4;2;4;-;35;19;2;1;20;5;45;22;22;13;106;48
2024;JH05378024;      Jugendamt Overath;308;124;19;9;1;-;4;1;21;12;71;33;9;1;27;6;56;18;14;5;86;39
2024;JH05378028;      Jugendamt Rösrath (neu ab 01.01.2001);293;108;9;3;-;-;5;2;20;10;54;28;9;3;22;3;56;17;2;2;116;40
2024;JH05378032;      Jugendamt Wermelskirchen;819;507;100;55;403;327;7;3;-;-;95;41;12;4;64;16;73;27;1;-;64;34
2024;JH05378999;      Kreisjugendamt des Rhein.-Berg. Kreises;847;517;37;27;437;324;-;-;8;5;75;45;13;5;72;16;93;43;20;12;92;40
2024;05382;    Rhein-Sieg-Kreis;9806;4909;451;207;4163;2949;68;41;576;267;985;410;186;58;750;109;972;330;159;75;1496;463
2024;JH05382008;      Jugendamt Bad Honnef (neu ab 01.01.2008);168;61;11;7;-;-;-;-;15;8;32;18;1;-;14;1;47;14;11;4;37;9
2024;JH05382012;      Jugendamt Bornheim (neu ab 01.01.2005);554;235;48;32;-;-;17;16;52;28;84;40;10;2;55;8;67;32;9;7;212;70
2024;JH05382020;      Jugendamt Hennef (Sieg);988;472;42;16;398;284;-;-;79;28;169;62;9;2;66;7;80;26;10;1;135;46
2024;JH05382024;      Jugendamt Königswinter (neu ab 01.01.2008);826;456;30;15;546;365;-;-;10;5;24;10;7;2;52;5;46;14;2;2;109;38
2024;JH05382028;      Jugendamt Lohmar;259;54;39;13;-;-;4;1;4;1;15;3;8;2;32;3;38;6;2;2;117;23
2024;JH05382032;      Jugendamt Meckenheim (neu ab 01.01.2005);185;61;10;4;-;-;-;-;38;21;32;10;7;2;20;1;28;14;6;3;44;6
2024;JH05382044;      Jugendamt Niederkassel;692;417;97;46;274;234;-;-;40;26;78;40;14;4;27;2;75;31;16;5;71;29
2024;JH05382048;      Jugendamt Rheinbach (neu ab 01.01.2008);233;100;50;27;-;-;1;1;15;6;22;15;8;4;21;2;37;12;1;1;78;32
2024;JH05382056;      Jugendamt Sankt Augustin;1328;698;37;14;703;484;12;3;56;24;104;35;42;15;83;9;104;36;16;8;171;70
2024;JH05382060;      Jugendamt Siegburg (neu ab 01.07.2004);338;107;9;3;-;-;5;4;40;15;86;39;5;1;49;9;46;13;-;-;98;23
2024;JH05382068;      Jugendamt Troisdorf;742;249;33;11;-;-;18;14;67;28;102;40;14;3;103;17;172;64;29;16;204;56
2024;JH05382999;      Kreisjugendamt des Rhein-Sieg-Kreises;3493;1999;45;19;2242;1582;11;2;160;77;237;98;61;21;228;45;232;68;57;26;220;61
